RTO Code,City,District
WB2,Kolkata Beltala (Pvt 4-wheelers),Kolkata
WB3,Kolkata Beltala (Goods Carriers),Kolkata
WB4,Kolkata Beltala (Commercial),Kolkata
WB5,Kolkata Kasba (Commercial),Kolkata
WB6,Kolkata Kasba (Private),Kolkata
WB7,Kolkata Salt Lake (Private),Kolkata
WB8,Kolkata Salt Lake (Private),Kolkata
WB9,Kolkata (various specific purposes),Kolkata
WB10,Kolkata (Behala / various specific purposes),Kolkata
WB11,Howrah (Transport Vehicles),Howrah
WB12,Howrah (Private Vehicles),Howrah
WB13,Uluberia (Transport Vehicles),Howrah
WB14,Uluberia (Private Vehicles),Howrah
WB15,Hooghly-Chuchura (Transport),Hooghly
WB16,Hooghly-Chuchura (Private),Hooghly
WB17,Hooghly Srirampur (Commercial),Hooghly
WB18,Dankuni (Hooghly),Hooghly
WB19,Alipore (Transport Vehicles),South 24 Parganas
WB20,Alipore (Private Vehicles),South 24 Parganas
WB21,Basirhat,North 24 Parganas
WB22,Alipore (various specific purposes),South 24 Parganas
WB23,Barrackpore (Transport Vehicles),North 24 Parganas
WB24,Barrackpore (Private Vehicles),North 24 Parganas
WB25,Barasat (Transport Vehicles),North 24 Parganas
WB26,Barasat (Private Vehicles),North 24 Parganas
WB27,Bongaon (Transport Vehicles),North 24 Parganas
WB28,Bongaon (Private Vehicles),North 24 Parganas
WB29,Tamluk (Transport Vehicles),Purba Medinipur
WB30,Tamluk (Private Vehicles),Purba Medinipur
WB31,Contai (Transport Vehicles),Purba Medinipur
WB32,Contai (Private Vehicles),Purba Medinipur
WB33,Midnapore (Transport Vehicles),Paschim Medinipur
WB34,Midnapore (Private Vehicles),Paschim Medinipur
WB35,Kharagpur,Paschim Medinipur
WB36,Midnapore (various specific purposes),Paschim Medinipur
WB37,Asansol (Transport Vehicles),Paschim Bardhaman
WB38,Asansol (Private Vehicles),Paschim Bardhaman
WB39,Durgapur (Transport Vehicles),Paschim Bardhaman
WB40,Durgapur (Private Vehicles),Paschim Bardhaman
WB41,Burdwan (Transport Vehicles),Purba Bardhaman
WB42,Burdwan (Private Vehicles),Purba Bardhaman
WB43,Kalna (Transport Vehicles),Purba Bardhaman
WB44,Asansol (various specific purposes),Paschim Bardhaman
WB45,Rampurhat (Transport Vehicles),Birbhum
WB46,Rampurhat (Private Vehicles),Birbhum
WB47,Bolpur (Transport Vehicles),Birbhum
WB48,Bolpur (Private Vehicles),Birbhum
WB49,Jhargram (Transport Vehicles),Jhargram
WB50,Jhargram (Private Vehicles),Jhargram
WB51,Nadia (Transport Vehicles),Nadia
WB52,Nadia (Other than Transport),Nadia
WB53,Birbhum (Transport Vehicles),Birbhum
WB54,Birbhum (Other than Transport),Birbhum
WB55,Purulia (Transport Vehicles),Purulia
WB56,Purulia (Other than Transport),Purulia
WB57,Murshidabad (Transport Vehicles),Murshidabad
WB58,Murshidabad (Other than Transport),Murshidabad
WB59,Raiganj (Transport Vehicles),Uttar Dinajpur
WB60,Raiganj (Other than Transport),Uttar Dinajpur
WB61,Balurghat (Transport Vehicles),Dakshin Dinajpur
WB62,Balurghat (Other than Transport),Dakshin Dinajpur
WB63,"Cooch Behar (Transport, NBSTC buses)",Cooch Behar
WB64,Cooch Behar (Other than Transport),Cooch Behar
WB65,Malda (Transport Vehicles),Malda
WB66,Malda (Other than Transport),Malda
WB67,Bankura (Transport Vehicles),Bankura
WB68,Bankura (Other than Transport),Bankura
WB69,Alipurduar (Transport Vehicles),Alipurduar
WB70,Alipurduar (Other than Transport),Alipurduar
WB71,Jalpaiguri (Transport Vehicles),Jalpaiguri
WB72,Jalpaiguri (Other than Transport),Jalpaiguri
WB73,Siliguri (Transport Vehicles),Darjeeling (or Jalpaiguri for some parts)
WB74,Siliguri (Other than Transport),Darjeeling (or Jalpaiguri for some parts)
WB76,Darjeeling (Transport Vehicles),Darjeeling
WB77,Darjeeling (Other than Transport),Darjeeling
WB78,Kalimpong (Transport Vehicles),Kalimpong
WB79,Kalimpong (Other than Transport),Kalimpong
WB81,Raghunathpur (Private Vehicles),Purulia
WB82,Raghunathpur (Transport Vehicles),Purulia
WB83,Chanchal (Transport Vehicles),Malda
WB84,Chanchal (Private Vehicles),Malda
WB85,Mathabhanga (Commercial Vehicles),Cooch Behar
WB86,Mathabhanga (Other than Transport),Cooch Behar
WB87,Bishnupur (Private Vehicles),Bankura
WB88,Bishnupur (Transport Vehicles),Bankura
WB89,Kalyani (Transport Vehicles),Nadia
WB90,Kalyani (Private Vehicles),Nadia
WB91,Islampur (Commercial Vehicles),Uttar Dinajpur
WB92,Islampur (Private Vehicles),Uttar Dinajpur
WB93,Jangipur (Commercial Vehicles),Murshidabad
WB94,Jangipur (Transport Vehicles),Murshidabad
WB95,Baruipur (Commercial Vehicles),South 24 Parganas
WB96,Baruipur (Private Vehicles),South 24 Parganas
WB97,Diamond Harbour (Commercial Vehicles),South 24 Parganas
WB98,Diamond Harbour (Private Vehicles),South 24 Parganas
WB99,Jaynagar (Private Vehicles),South 24 Parganas
AS1,Guwahati (Kamrup Metro),Kamrup Metropolitan
AS2,Nagaon,Nagaon
AS3,Jorhat,Jorhat
AS4,Sivasagar,Sivasagar
AS5,Golaghat,Golaghat
AS6,Dibrugarh,Dibrugarh
AS7,Lakhimpur,Lakhimpur
AS8,Dima Hasao (Haflong),Dima Hasao
AS9,Karbi Anglong (Diphu),Karbi Anglong
AS10,Karimganj,Karimganj
AS11,Cachar (Silchar),Cachar
AS12,Sonitpur (Tezpur),Sonitpur
AS13,Darrang (Mangaldoi),Darrang
AS14,Nalbari,Nalbari
AS15,Barpeta,Barpeta
AS16,Kokrajhar,Kokrajhar
AS17,Dhubri,Dhubri
AS18,Goalpara,Goalpara
AS19,Bongaigaon,Bongaigaon
AS20,Assam State Transport Corp.,Assam (State Level)
AS21,Morigaon,Morigaon
AS22,Dhemaji,Dhemaji
AS23,Tinsukia,Tinsukia
AS24,Hailakandi,Hailakandi
AS25,Kamrup Rural (Amingaon),Kamrup
AS26,Chirang (Kajalgaon),Chirang
AS27,Udalguri,Udalguri
AS28,Baksa (Mushalpur),Baksa
AS29,Majuli,Majuli
AS30,Assam Police Vehicles,Assam (State Level)
AS31,Hojai,Hojai
AS32,Biswanath Chariali,Biswanath
AS33,Charaideo (Sonari),Charaideo
AS34,South Salmara Mankachar (Hatsingimari),South Salmara Mankachar
CH1,Chandigarh,Chandigarh
CH2,Chandigarh,Chandigarh
CH3,Chandigarh,Chandigarh
CH4,Chandigarh,Chandigarh
PB1,"Chandigarh (though now a UT, linked to Punjab for historical vehicle registrations)",Chandigarh (UT)
PB2,Amritsar,Amritsar
PB3,Bathinda,Bathinda
PB4,Faridkot,Faridkot
PB5,Ferozepur,Ferozepur
PB6,Gurdaspur,Gurdaspur
PB7,Hoshiarpur,Hoshiarpur
PB8,Jalandhar,Jalandhar
PB9,Kapurthala,Kapurthala
PB10,Ludhiana,Ludhiana
PB11,Patiala,Patiala
PB12,Ropar (Rupnagar),Rupnagar
PB13,Sangrur,Sangrur
PB14,Ajnala,Amritsar
PB15,Abohar,Fazilka
PB16,Anandpur Sahib,Rupnagar
PB17,Baba Bakala,Amritsar
PB18,Batala,Gurdaspur
PB19,Barnala,Barnala
PB20,Balachaur,Shaheed Bhagat Singh Nagar (Nawanshahr)
PB21,Dasuya,Hoshiarpur
PB22,Fazilka,Fazilka
PB23,Fatehgarh Sahib,Fatehgarh Sahib
PB24,Garhshankar,Hoshiarpur
PB25,Jagraon,Ludhiana
PB26,Khanna,Ludhiana
PB27,Kharar,Mohali (SAS Nagar)
PB28,Malerkotla,Malerkotla
PB29,Moga,Moga
PB30,Muktsar (Sri Muktsar Sahib),Sri Muktsar Sahib
PB31,Mansa,Mansa
PB32,Nawanshahr (SBS Nagar),Shaheed Bhagat Singh Nagar (Nawanshahr)
PB33,Nakodar,Jalandhar
PB34,Nabha,Patiala
PB35,Pathankot,Pathankot
PB36,Phagwara,Kapurthala
PB37,Phillaur,Jalandhar
PB38,Patti,Tarn Taran
PB39,Rajpura,Patiala
PB40,Rampura Phul,Bathinda
PB41,Sultanpur Lodhi,Kapurthala
PB42,Samana,Patiala
PB43,Samrala,Ludhiana
PB44,Sunam,Sangrur
PB45,Talwandi Sabo,Bathinda
PB46,Tarn Taran,Tarn Taran
PB47,Zira,Ferozepur
PB48,Amloh,Fatehgarh Sahib
PB49,Khamanon,Fatehgarh Sahib
PB50,Budhlada,Mansa
PB51,Sardulgarh (Jhunir),Mansa
PB52,Bassi Pathana,Fatehgarh Sahib
PB53,Malout,Sri Muktsar Sahib
PB54,Mukerian,Hoshiarpur
PB55,Payal,Ludhiana
PB56,Raikot,Ludhiana
PB57,Bhulath,Kapurthala
PB58,Dera Baba Nanak,Gurdaspur
PB59,Dhuri,Sangrur
PB60,Gidderbaha,Sri Muktsar Sahib
PB61,Jalalabad,Fazilka
PB62,Jaitu,Faridkot
PB63,Khadoor Sahib,Tarn Taran
PB64,Moonak,Sangrur
PB65,Mohali (SAS Nagar),Mohali (SAS Nagar)
PB66,Nihal Singh Wala,Moga
PB67,Shahkot,Jalandhar
PB68,Dhar Kalan,Pathankot
PB69,Bagha Purana,Moga
PB70,Dera Bassi,Mohali (SAS Nagar)
PB71,Chamkaur Sahib,Rupnagar
PB72,Patran,Patiala
PB73,Tapa Mandi,Barnala
PB74,Nangal,Rupnagar
PB75,Lehra Gagga,Sangrur
PB76,Ahmedgarh,Malerkotla
PB77,Guru Har Sahai,Ferozepur
PB78,Banga,Shaheed Bhagat Singh Nagar (Nawanshahr)
PB79,Kotkapura,Faridkot
PB80,Maur Mandi,Bathinda
PB81,Majitha,Amritsar
PB82,Ahmedgarh,Malerkotla
PB83,Dudhan Sadhan,Patiala
PB84,Bhawanigarh,Sangrur
PB85,Kalanaur,Gurdaspur
PB86,Dirba,Sangrur
PB87,Morinda,Rupnagar
PB88,Bhikhiwind,Tarn Taran
PB89,Amritsar-2,Amritsar
PB90,Jalandhar-2,Jalandhar
PB91,Ludhiana East,Ludhiana
PB92,Amargarh,Malerkotla
PB99,Dinanagar,Gurdaspur
HR1,Ambala (North),Ambala
HR2,Jagadhri (Yamunanagar),Yamunanagar
HR3,Panchkula,Panchkula
HR4,Naraingarh,Ambala
HR5,Karnal,Karnal
HR6,Panipat,Panipat
HR7,Thanesar (Kurukshetra),Kurukshetra
HR8,Kaithal,Kaithal
HR9,Guhla,Kaithal
HR10,Sonipat,Sonipat
HR11,Gohana,Sonipat
HR12,Rohtak,Rohtak
HR13,Bahadurgarh,Jhajjar
HR14,Jhajjar,Jhajjar
HR15,Meham,Rohtak
HR16,Bhiwani,Bhiwani
HR17,Siwani,Bhiwani
HR18,Loharu,Bhiwani
HR19,Charkhi Dadri,Charkhi Dadri
HR20,Hisar,Hisar
HR21,Hansi,Hisar
HR22,Fatehabad,Fatehabad
HR23,Tohana,Fatehabad
HR24,Sirsa,Sirsa
HR25,Dabwali,Sirsa
HR26,Gurugram (North),Gurugram
HR27,Nuh,Nuh (Mewat)
HR28,Ferozepur Jhirka,Nuh (Mewat)
HR29,Ballabgarh (Faridabad S.),Faridabad
HR30,Palwal,Palwal
HR31,Jind,Jind
HR32,Narwana,Jind
HR33,Safidon,Jind
HR34,Mahendragarh,Mahendragarh
HR35,Narnaul,Mahendragarh
HR36,Rewari,Rewari
HR37,Ambala (Commercial),Ambala
HR38,Faridabad (Commercial),Faridabad
HR39,Hisar (Commercial),Hisar
HR40,Assandh,Karnal
HR41,Pehowa,Kurukshetra
HR42,Ganaur,Sonipat
HR43,Kosli,Rewari
HR44,Ellenabad,Sirsa
HR45,Karnal (Commercial),Karnal
HR46,Rohtak (Commercial),Rohtak
HR47,Rewari (Commercial),Rewari
HR48,Tosham,Bhiwani
HR49,Kalka,Panchkula
HR50,Hodal,Palwal
HR51,Faridabad (North),Faridabad
HR52,Hathin,Palwal
HR53,Adampur,Hisar
HR54,Barara,Ambala
HR55,Gurugram (Commercial),Gurugram
HR56,Jind (Commercial),Jind
HR57,Sirsa (Commercial),Sirsa
HR58,Yamunanagar (Commercial),Yamunanagar
HR59,Ratia,Fatehabad
HR60,Samalkha,Panipat
HR61,Bhiwani (Commercial),Bhiwani
HR62,Fatehabad (Commercial),Fatehabad
HR63,Jhajjar (Commercial),Jhajjar
HR64,Kaithal (Commercial),Kaithal
HR65,Kurukshetra (Commercial),Kurukshetra
HR66,Narnaul (Commercial),Mahendragarh
HR67,Panipat (Commercial),Panipat
HR68,Panchkula (Commercial),Panchkula
HR69,Sonipat (Commercial),Sonipat
HR70,Chandigarh (Reserved),Union Territory
HR71,Bilaspur,Yamunanagar
HR72,Gurugram (South),Gurugram
HR73,Palwal (Commercial),Palwal
HR74,Nuh (Mewat) (Commercial),Nuh (Mewat)
HR75,Indri,Karnal
HR76,Pataudi,Gurugram
HR77,Beri,Jhajjar
HR78,Shahabad Markanda,Kurukshetra
HR79,Kharkhoda,Sonipat
HR80,Barwala,Hisar
HR81,Bawal,Rewari
HR82,Kanina,Mahendragarh
HR83,Kalayat,Kaithal
HR84,Charkhi Dadri (Commercial),Charkhi Dadri
HR85,Ambala Cantt (South),Ambala
HR86,Narnaund,Hisar
HR87,Badkhal (Faridabad West),Faridabad
HR88,Badhra,Charkhi Dadri
HR89,Badli,Jhajjar
HR90,Uchana,Jind
HR91,Gharaunda,Karnal
HR92,Radaur,Yamunanagar
HR93,Punhana,Nuh (Mewat)
HR94,Kalanwali,Sirsa
HR95,Sampla,Rohtak
HR96,Tauru,Nuh (Mewat)
HR97,Ladwa,Kurukshetra
HR98,Badshahpur,Gurugram
HR99,Haryana (Temporary),State Level
DL1,Mall Road,North Delhi
DL2,Tilak Marg,New Delhi (Central)
DL3,Sheikh Sarai,South Delhi
DL4,Janakpuri (West),West Delhi
DL5,Loni Road,North East Delhi / Shahdara
DL6,Sarai Kale Khan,Central Delhi
DL7,Mayur Vihar,East Delhi
DL8,Wazirpur,North West Delhi
DL9,Dwarka / Janakpuri (Palam),South West Delhi
DL10,Raja Garden,West Delhi
DL11,Rohini,North West Delhi
DL12,Vasant Vihar,South West Delhi
DL13,Surajmal Vihar / Shahdara,East Delhi
DL14,(Sonipat),Haryana (NCR)
DL15,(Gurgaon),Haryana (NCR)
DL16,(Faridabad),Haryana (NCR)
DL17,(Noida),Uttar Pradesh (NCR)
DL18,(Ghaziabad),Uttar Pradesh (NCR)
GA1,Panaji,North Goa
GA2,Margao,South Goa
GA3,Mapusa,North Goa
GA4,Bicholim,North Goa
GA5,Ponda,North Goa
GA6,Vasco da Gama,South Goa
GA7,Panaji (Tiswadi),North Goa
GA8,Margao (Salcette),South Goa
GA9,Quepem,South Goa
GA10,Canacona,South Goa
GA11,Pernem,North Goa
GA12,Dharbandora,South Goa
JK1,Srinagar,Srinagar
JK2,Jammu,Jammu
JK3,Anantnag,Anantnag
JK4,Budgam,Budgam
JK5,Baramulla,Baramulla
JK6,Doda,Doda
JK7,Kargil,Kargil (Now part of UT Ladakh)
JK8,Kathua,Kathua
JK9,Kupwara,Kupwara
JK10,Leh,Leh (Now part of UT Ladakh)
JK11,Rajouri,Rajouri
JK12,Poonch,Poonch
JK13,Pulwama,Pulwama
JK14,Udhampur,Udhampur
JK15,Bandipora,Bandipora
JK16,Ganderbal,Ganderbal
JK17,Kishtwar,Kishtwar
JK18,Kulgam,Kulgam
JK19,Ramban,Ramban
JK20,Reasi,Reasi
JK21,Samba,Samba
JK22,Shopian,Shopian
LA1,Kargil,Kargil
LA2,Leh,Leh
LD1,Kavaratti,Lakshadweep
LD2,Agatti,Lakshadweep
LD3,Amini,Lakshadweep
LD4,Androth,Lakshadweep
LD5,Kadmat,Lakshadweep
LD6,Kiltan,Lakshadweep
LD7,Chetlat,Lakshadweep
LD8,Kalpeni,Lakshadweep
LD9,Minicoy,Lakshadweep
ML1,Shillong,East Khasi Hills
ML2,Shillong,East Khasi Hills
ML3,Shillong,East Khasi Hills
ML4,Jowai,West Jaintia Hills
ML5,Shillong,East Khasi Hills
ML6,Nongstoin,West Khasi Hills
ML7,Williamnagar,East Garo Hills
ML8,Tura,West Garo Hills
ML9,Baghmara,South Garo Hills
ML10,Nongpoh,Ri-Bhoi
ML11,Khliehriat,East Jaintia Hills
ML12,Mawkyrwat,South West Khasi Hills
ML13,Resubelpara,North Garo Hills
ML14,Ampati,South West Garo Hills
ML15,Mairang,Eastern West Khasi Hills
ML56,Shillong,East Khasi Hills
MN1,Imphal West,Imphal West
MN2,Churachandpur,Churachandpur
MN3,Kangpokpi,Kangpokpi
MN4,Thoubal,Thoubal
MN5,Bishnupur,Bishnupur
MN6,Imphal East,Imphal East
MN7,Ukhrul,Ukhrul
MN8,Senapati,Senapati
MN9,Chandel,Chandel
MZ1,Aizawl,Aizawl
MZ2,Lunglei,Lunglei
MZ3,Saiha (Chhimtuipui),Siaha (formerly Chhimtuipui)
MZ4,Champhai,Champhai
MZ5,Kolasib,Kolasib
MZ6,Serchhip,Serchhip
MZ7,Lawngtlai,Lawngtlai
MZ8,Mamit,Mamit
MZ9,Aizawl Rural,Aizawl
MZ10,Hnahthial,Hnahthial
MZ11,Saitual,Saitual
MZ12,Khawzawl,Khawzawl
NL1,Kohima,Kohima
NL2,Mokokchung,Mokokchung
NL3,Tuensang,Tuensang
NL4,Mon,Mon
NL5,Wokha,Wokha
NL6,Zunheboto,Zunheboto
NL7,Dimapur,Dimapur
NL8,Phek,Phek
NL9,Kiphire,Kiphire
NL10,Longleng,Longleng
NL11,Peren,Peren
NL12,Shamator,Shamator
NL13,Noklak,Noklak
NL14,Tseminyu,Tseminyu
NL15,Chumoukedima,Chumoukedima
NL16,Niuland,Niuland
SK1,Gangtok,East Sikkim
SK2,Gyalshing,Gyalshing (West Sikkim)
SK3,Mangan,Mangan (North Sikkim)
SK4,Jorethang,Namchi (South Sikkim)
SK5,Namchi,Namchi (South Sikkim)
SK6,Soreng,Soreng (West Sikkim)
SK7,Pakyong,Pakyong (East Sikkim)
SK8,Singtam,East Sikkim
TR1,Agartala,West Tripura
TR2,Kailashahar (Unakoti),Unakoti
TR3,Udaipur (Gomati),Gomati
TR4,Ambassa (Dhalai),Dhalai
TR5,Dharmanagar (North Tripura),North Tripura
TR6,Khowai (Teliamura),Khowai
TR7,Bishramganj (Sepahijala),Sepahijala
TR8,Santirbazar (South Tripura),South Tripura
TR99,STA Tripura,State Level
UK1,Almora,Almora
UK2,Bageshwar,Bageshwar
UK3,Champawat,Champawat
UK4,Nainital (Haldwani),Nainital
UK5,Pithoragarh,Pithoragarh
UK6,Udham Singh Nagar (Rudrapur),Udham Singh Nagar
UK7,Dehradun,Dehradun
UK8,Haridwar,Haridwar
UK9,Tehri,Tehri Garhwal
UK10,Uttarkashi,Uttarkashi
UK11,Chamoli (Gopeshwar),Chamoli
UK12,Pauri,Pauri Garhwal
UK13,Rudraprayag,Rudraprayag
UK14,Rishikesh,Dehradun
UK15,Kotdwar,Pauri Garhwal
UK16,Vikasnagar,Dehradun
UK17,Roorkee,Haridwar
UK18,Kashipur,Udham Singh Nagar
UK19,Ramnagar,Nainital
UK20,Ranikhet,Almora
AN1,Port Blair,"Andaman District (South Andaman, North & Middle Andaman)"
AN2,Car Nicobar,Nicobar District
AN200,Ferrargun,Nicobar District
AN201,Baratang,Nicobar District
AN202,Rangat,Nicobar District
AN203,Mayabander,Nicobar District
AN204,Digilpur,Nicobar District
AN206,Swaraj dweep,Nicobar District
AN207,Little andaman,Nicobar District
AN211,Car Nicobar,Nicobar District
AN212,Campbell bay,Nicobar District
AP2,Anantapur,Anantapuramu
AP3,Chittoor,Chittoor
AP4,Kadapa,YSR Kadapa
AP5,Kakinada,Kakinada
AP6,Amalapuram,Konaseema
AP7,Guntur,Guntur
AP8,(Guntur-II),Guntur
AP16,Vijayawada (RTO-1),NTR
AP17,Vijayawada (RTO-2),NTR
AP18,Vijayawada (RTO-3),NTR
AP19,Vijayawada (RTO-4),NTR
AP21,Kurnool,Kurnool
AP26,Nellore,Sri Potti Sriramulu Nellore
AP27,Ongole,Prakasam
AP30,Srikakulam,Srikakulam
AP31,Visakhapatnam (RTO-1),Visakhapatnam
AP32,Visakhapatnam (RTO-2),Visakhapatnam
AP33,Gajuwaka,Visakhapatnam
AP34,(Visakhapatnam-4),Visakhapatnam
AP35,Vizianagaram,Vizianagaram
AP37,Eluru,Eluru
AP38,Eluru (Unit Office),West Godavari
AP39,Gajuwaka (Old/Reassigned),Visakhapatnam
AP40,Visakhapatnam (New/Reassigned),Visakhapatnam
AP41,Chilakaluripet,Guntur
CG31,Not found,Not found
HP12,Nalagarh,Solan
HP14,Solan,Solan
HP15,Solan,Solan
HP16,Sirmaur,Sirmaur
HP17,Paonta Sahib,Sirmaur
HP18,Nahan,Sirmaur
HP19,Amb,Una
HP20,Una,Una
HP21,Barsar,Hamirpur
HP22,Hamirpur,Hamirpur
HP23,Bilaspur,Bilaspur
HP24,Bilaspur,Bilaspur
HP25,Rekong Peo,Kinnaur
HP28,Sarkaghat,Mandi
HP29,Jogindernagar,Mandi
HP31,Sundernagar,Mandi
HP32,Gohar,Mandi
HP33,Mandi,Mandi
HP34,Kullu,Kullu
HP36,Dehra,Kangra
HP37,Palampur,Kangra
HP38,Nurpur,Kangra
HP39,Kangra,Kangra
HP40,Kangra,Kangra
HP48,Chamba,Chamba
HP53,Baijnath,Kangra
HP54,Jawali,Kangra
HP55,Nadaun,Hamirpur
HP56,Jaisinghpur,Kangra
HP57,Chowari,Chamba
HP58,Manali,Kullu
HP63,Shimla,Shimla
HP64,Solan,Solan
HP65,Mandi,Mandi
HP66,Kullu,Kullu
HP67,Hamirpur,Hamirpur
HP68,Dharamshala,Kangra
HP71,Nahan,Sirmaur
HP72,Una,Una
HP73,Chamba,Chamba
HP74,Bhoranj,Hamirpur
HP78,Bangana,Una
HP80,Haroli,Una
HP82,Balh,Mandi
HP83,Jawalaji,Kangra
HP84,Sujanpur Tihra,Hamirpur
HP86,Dharampur,Mandi
HP88,Fatehpur,Kangra
HP89,Jhandutta,Bilaspur
HP90,Shahpur,Kangra
HP91,Naina Devi (Swarghat),Bilaspur
HP94,Nagrota Bagwan,Kangra
HP96,Dheera,Kangra
HP97,Indora,Kangra
HP98,Kasauli,Solan
WB75,Katwa,Purba Bardhaman
AP221,Adoni,Kurnool
AP205,Amalapuram,Konaseema
AP131,Anakapalli,Anakapalli
AP126,Atmakur,Kurnool
AP207,Bapatla,Bapatla
AP137,Bhimavaram,West Godavari
AP307,Chilakaluripeta,Prakasam
AP905,Chintoor,East Godavari
AP127,Chirala,Prakasam
AP427,Darsi,Prakasam
AP231,Gajuwaka,Visakhapatnam
AP116,Gudiwada,Krishna
AP226,Gudur,Nellore
AP202,Guntakal,Anantapur
AP102,Hindupur,Anantapur
AP130,Itchapuram,Srikakulam
AP616,Jaggayyapet,Krishna
AP237,Jangareddygudem,West Godavari
AP227,Kandukur,Prakasam
AP326,Kavali,Nellore
AP337,Kovvuru,West Godavari
AP407,Macherla,Prakasam
AP405,Mandapeta,East Godavari
AP327,Markapur,Prakasam
AP316,Nandigama,Krishna
AP121,Nandyal,Nandyal
AP107,Narasaraopet,Palnadu
AP331,Narsipatnam,Visakhapatnam
AP416,Nuzvid,Krishna
AP637,Palakole,West Godavari
AP230,Palakonda,Parvathipuram Manyam
AP303,Palamaner,Chittoor
AP135,Parvathipuram,Parvathipuram Manyam
AP607,Piduguralla,Palnadu
AP204,Proddutur,YSR
AP304,Pulivendula,YSR
AP113,Punganur,Chittoor
AP105,Rajahmundry,East Godavari
AP605,Ramachandrapuram,East Godavari
AP705,Ravulapalem,East Godavari
AP504,Rayachoti,YSR
AP141,Rampachodavaram,Alluri Sitharama Raju
AP216,Machilipatnam,Krishna
AP203,Madanapalle,Chittoor
AP235,Salur,Parvathipuram Manyam
AP426,Sullurpet,Nellore
AP437,Tadepalli Gudem,West Godavari
AP402,Tadipatri,Anantapur
AP537,Tanuku,West Godavari
AP707,Tenali,Guntur
AP103,Tirupati,Chittoor
AP305,Kathipudi,East Godavari
AP502,Rayadurg,Anantapur
AP516,Vuyyuru,Krishna
HP101,Gagret,Una
HP102,Kotli,Sirmaur
HP100,Pachhad,Sirmaur
OD901,Barbil,Keonjhar
OD201,Khordha,Khordha
OD111,Rairangpur,Mayurbhanj
TN641,Alangudi,Pudukkottai
TN644,Alangulam,Tirunelveli
TN611,Ambasamuthiram,Tirunelveli
TN612,Ambattur,Chennai
TN628,Ambur,Vellore
TN609,Arakkonam,Ranipet
TN516,Arani,Tiruvannamalai
TN592,Aranthangi,Pudukkottai
TN632,Aravakurichi,Karur
TN622,Aruppukottai,Virudhunagar
TN591,Attur,Salem
TN580,Avinashi,Tiruppur
TN596,Batlagundu,Dindigul
TN578,Bhavani,Erode
TN635,Cheyyar,Tiruvannamalai
TN544,Chidambaram,Cuddalore
TN594,Dharapuram,Tiruppur
TN627,Gingee,Villupuram
TN582,Gudalore,Nilgiris
TN514,Gudiyatham,Vellore
TN625,Gummidipoondi,Tiruvallur
TN527,Harur,Dharmapuri
TN629,Illuppur,Pudukkottai
TN615,Kallakurichi,Kallakurichi
TN593,Kangeyam,Tiruppur
TN602,Karaikudi,Sivaganga
TN607,Kovilpatti,Thoothukudi
TN585,Kulithali,Erode
TN638,Kumarapalayam,Namakkal
TN631,Lalkudi,Tiruchirappalli
TN508,Madurantagam,Kanchipuram
TN584,Manaparai,Tiruchirappalli
TN637,Manmangalam,Tiruchirappalli
TN588,Mannargudi,Tiruvarur
TN589,Mayiladuthurai,Mayiladuthurai
TN600,Melur,Madurai
TN590,Mettur,Salem
TN621,Musuri,Krishnagiri
TN640,Natham,Dindigul
TN562,Neyveli,Cuddalore
TN595,Oddanchatram,Dindigul
TN535,Omalur,Salem
TN616,Palacode,Dharmapuri
TN597,Palani,Dindigul
TN626,Panruti,Cuddalore
TN603,Paramakudi,Ramanathapuram
TN517,Paramathi Vellure,Namakkal
TN587,Pattukottai,Thanjavur
TN511,Poonamallee,Chennai
TN643,Rajapalayam,Virudhunagar
TN526,Rasipuram,Namakkal
TN610,Sankarankovil,Tirunelveli
TN579,Sathyamangalam,Erode
TN512,Sholinganallur,Chennai
TN623,Sirkali,Nagapattinam
TN604,Sivakasi,Virudhunagar
TN614,Sriperumbudur,Kanchipuram
TN605,Srivilliputhur,Virudhunagar
TN620,Sulur,Coimbatore
TN513,Tambaram,Chennai
TN606,Thiruchendur,Thoothukudi
TN639,Thirukalukuntram,Tiruchirappalli
TN598,Thirumangalam,Madurai
TN624,Thirupattur,Vellore
TN630,Thiruthuraipoondi,Tiruvarur
TN634,Thiruttani,Tiruvallur
TN586,Thuraiyur,Tiruchirappalli
TN571,Tindivanam,Villupuram
TN583,Tiruveranbur,Tiruvarur
TN581,Udumalpet,Tiruppur
TN577,Ulundurpet,Kallakurichi
TN636,Usilampatti,Madurai
TN601,Uthamapalayam,Theni
TN599,Vadipatti,Madurai
TN613,Valappadi,Salem
TN608,Valliyur,Tirunelveli
TN515,Vaniyambadi,Vellore
TN617,Vedachandur,Dindigul
TN553,Virudhachalam,Cuddalore
UP321,Lucknow,Lucknow
HP8,Chopal,Shimla
HP9,Theog,Shimla
DD3,Daman,Daman
DD2,Diu,Diu
DD1,Silvassa,Dadra and Nagar Haveli
HP3,Nalagarh,Solan
HP93,Kandaghat,Solan
HP123,Padhar,Mandi
HP49,Kangra,Kangra
HP47,Dharamshala,Kangra
HP75,Nurpur,Kangra
HP13,Hamirpur,Hamirpur
HP30,Sarkaghat,Mandi
HP42,Dehra,Kangra
HP76,Palampur,Kangra
HP10,Rohru,Shimla
WB80,Barrackpore,North 24 Parganas
AP302,Madanapalle,Annamayya
AP602,Amalapuram,Konaseema
